Dataset,Attribute,Criterion Difference Name,Paired t-statistics on Accuracy with Missing Values,Degrees of Freedom of Accuracy with Missing Values,P-value t-statistics on Accuracy with Missing Values,Paired t-statistics on Accuracy without Missing Values,P-value t-statistics on Accuracy without Missing Values,Degrees of Freedom of Accuracy without Missing Values,Paired t-statistics on Number of Nodes,P-value t-statistics on Number of Nodes,Degrees of Freedom of Number of Nodes
Cover Type with Aggreg,soil_type_1,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_1,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_1,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_10,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_10,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_10,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_14,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_14,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_14,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,wilderness_area_4,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,wilderness_area_4,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,wilderness_area_4,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_16,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_16,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_16,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_19,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_19,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_19,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,wilderness_area_aggreg,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,wilderness_area_aggreg,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,wilderness_area_aggreg,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,wilderness_area_2,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,wilderness_area_2,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,wilderness_area_2,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_38,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_38,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_38,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_34,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_34,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_34,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,wilderness_area_3,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,wilderness_area_3,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,wilderness_area_3,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_8,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_8,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_8,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_35,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_35,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_35,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_39,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_39,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_39,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_5,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_5,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_5,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_37,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_37,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_37,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_20,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_20,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_20,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_31,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_31,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_31,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_28,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_28,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_28,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_4,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_4,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_4,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_11,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_11,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_11,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_13,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_13,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_13,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_30,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_30,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_30,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_29,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_29,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_29,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_aggreg,LS Squared Gini - LS Chi Square,-9.79598782243915,29,0.999999999947,-9.79595911580544,29,0.999999999947,-21.52388394484542,1.0,29
Cover Type with Aggreg,soil_type_aggreg,LS Squared Gini - Twoing,-8.967280882125596,29,0.999999999632,-8.967253176009194,29,0.999999999632,-14.127328784360422,1.0,29
Cover Type with Aggreg,soil_type_aggreg,LS Chi Square - Twoing,5.117565097920601,29,9.147350857e-06,5.117567901538224,29,9.14727957002e-06,-3.2473765635439547,0.998530354452,29
Cover Type with Aggreg,soil_type_6,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_6,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_6,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_21,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_21,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_21,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_9,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_9,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_9,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_27,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_27,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_27,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_24,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_24,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_24,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_32,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_32,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_32,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_22,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_22,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_22,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_12,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_12,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_12,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_36,LS Squared Gini - LS Chi Square,0.0,10,100.0,0.0,10,100.0,0.0,100.0,10
Cover Type with Aggreg,soil_type_36,LS Squared Gini - Twoing,0.0,10,100.0,0.0,10,100.0,0.0,100.0,10
Cover Type with Aggreg,soil_type_36,LS Chi Square - Twoing,0.0,10,100.0,0.0,10,100.0,0.0,100.0,10
KDD98 Multiclass 2,RFA_6,LS Squared Gini - LS Chi Square,-0.5702940722461035,29,0.713564657727,-0.5732196189387053,29,0.714542683064,0.0,100.0,29
KDD98 Multiclass 2,RFA_6,LS Squared Gini - Twoing,0.44026628516743604,29,0.331504226921,0.4374285581024988,29,0.33252051914,0.0,100.0,29
KDD98 Multiclass 2,RFA_6,LS Chi Square - Twoing,2.953239553577036,29,0.00308880253157,2.95306851202786,29,0.00309011313111,0.0,100.0,29
KDD98 Multiclass 2,FISHER,LS Squared Gini - LS Chi Square,0.0,17,100.0,0.0,17,100.0,0.0,100.0,17
KDD98 Multiclass 2,FISHER,LS Squared Gini - Twoing,0.0,17,100.0,0.0,17,100.0,0.0,100.0,17
KDD98 Multiclass 2,FISHER,LS Chi Square - Twoing,0.0,17,100.0,0.0,17,100.0,0.0,100.0,17
KDD98 Multiclass 2,GARDENIN,LS Squared Gini - LS Chi Square,0.0,6,100.0,0.0,6,100.0,0.0,100.0,6
KDD98 Multiclass 2,GARDENIN,LS Squared Gini - Twoing,0.0,6,100.0,0.0,6,100.0,0.0,100.0,6
KDD98 Multiclass 2,GARDENIN,LS Chi Square - Twoing,0.0,6,100.0,0.0,6,100.0,0.0,100.0,6
KDD98 Multiclass 2,RFA_19,LS Squared Gini - LS Chi Square,-6.7816917187326915,29,0.999999904326,-6.7852735364306245,29,0.999999905238,1.7950549357115013,0.0415373327572,29
KDD98 Multiclass 2,RFA_19,LS Squared Gini - Twoing,-6.451837372228983,29,0.999999767599,-6.45885454413086,29,0.999999771971,1.7950549357115013,0.0415373327572,29
KDD98 Multiclass 2,RFA_19,LS Chi Square - Twoing,0.5790165071972868,29,0.283524343953,0.5855808673374485,29,0.281343456702,0.0,100.0,29
KDD98 Multiclass 2,GEOCODE2,LS Squared Gini - LS Chi Square,-3.082692656100514,29,0.997765421512,-3.082692656100514,29,0.997765421512,19.977368147362107,0.0,29
KDD98 Multiclass 2,GEOCODE2,LS Squared Gini - Twoing,-3.082692656100514,29,0.997765421512,-3.082692656100514,29,0.997765421512,19.977368147362107,0.0,29
KDD98 Multiclass 2,GEOCODE2,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
KDD98 Multiclass 2,RFA_20,LS Squared Gini - LS Chi Square,-0.8950446761897924,29,0.810933851484,-0.8925647863170268,29,0.810281369373,0.0,100.0,29
KDD98 Multiclass 2,RFA_20,LS Squared Gini - Twoing,0.27234524680770433,29,0.393643178253,0.2748890524057766,29,0.39267522416,0.0,100.0,29
KDD98 Multiclass 2,RFA_20,LS Chi Square - Twoing,2.074390928386453,29,0.0235122882193,2.075892872601032,29,0.02343783015,0.0,100.0,29
KDD98 Multiclass 2,CATLG,LS Squared Gini - LS Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 2,CATLG,LS Squared Gini - Twoing,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 2,CATLG,LS Chi Square - Twoing,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 2,RFA_16,LS Squared Gini - LS Chi Square,-8.066098844786888,29,0.99999999661,-8.049127681134145,29,0.999999996461,0.0,100.0,29
KDD98 Multiclass 2,RFA_16,LS Squared Gini - Twoing,-6.627895147242462,29,0.999999855479,-6.619759786435044,29,0.999999852281,0.0,100.0,29
KDD98 Multiclass 2,RFA_16,LS Chi Square - Twoing,2.0091534982627413,29,0.0269549242267,2.0043327121878387,29,0.0272260778426,0.0,100.0,29
KDD98 Multiclass 2,RFA_22,LS Squared Gini - LS Chi Square,-8.279949986454561,29,0.999999998017,-8.28796717261168,29,0.999999998056,2.408318915758459,0.0113041896984,29
KDD98 Multiclass 2,RFA_22,LS Squared Gini - Twoing,-6.448909771621537,29,0.99999976575,-6.447678476404206,29,0.999999764968,2.408318915758459,0.0113041896984,29
KDD98 Multiclass 2,RFA_22,LS Chi Square - Twoing,2.6867083047706912,29,0.00590967832768,2.686115152681223,29,0.00591804688111,0.0,100.0,29
KDD98 Multiclass 2,PCOWNERS,LS Squared Gini - LS Chi Square,0.0,27,100.0,0.0,27,100.0,0.0,100.0,27
KDD98 Multiclass 2,PCOWNERS,LS Squared Gini - Twoing,0.0,27,100.0,0.0,27,100.0,0.0,100.0,27
KDD98 Multiclass 2,PCOWNERS,LS Chi Square - Twoing,0.0,27,100.0,0.0,27,100.0,0.0,100.0,27
KDD98 Multiclass 2,STATE,LS Squared Gini - LS Chi Square,1.3828392808146994,27,0.0890224590072,1.383763956321909,27,0.0888823204762,0.9999999999999998,0.16309445034,27
KDD98 Multiclass 2,STATE,LS Squared Gini - Twoing,2.199313165739506,27,0.0183004776244,2.199570132652036,27,0.0182903686775,0.9999999999999998,0.16309445034,27
KDD98 Multiclass 2,STATE,LS Chi Square - Twoing,1.9180981894267184,27,0.0328658034771,1.9176083240751554,27,0.0328981962879,0.0,100.0,27
KDD98 Multiclass 2,WALKER,LS Squared Gini - LS Chi Square,0.0,7,100.0,0.0,7,100.0,0.0,100.0,7
KDD98 Multiclass 2,WALKER,LS Squared Gini - Twoing,0.0,7,100.0,0.0,7,100.0,0.0,100.0,7
KDD98 Multiclass 2,WALKER,LS Chi Square - Twoing,0.0,7,100.0,0.0,7,100.0,0.0,100.0,7
KDD98 Multiclass 2,PEPSTRFL,LS Squared Gini - LS Chi Square,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
KDD98 Multiclass 2,PEPSTRFL,LS Squared Gini - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
KDD98 Multiclass 2,PEPSTRFL,LS Chi Square - Twoing,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
KDD98 Multiclass 2,RFA_17,LS Squared Gini - LS Chi Square,-8.081789115988808,29,0.999999996741,-8.033959057040441,29,0.999999996323,20.149441679609886,0.0,29
KDD98 Multiclass 2,RFA_17,LS Squared Gini - Twoing,-4.592010484532743,29,0.999960640408,-4.575664122158422,29,0.999958818453,20.149441679609886,0.0,29
KDD98 Multiclass 2,RFA_17,LS Chi Square - Twoing,2.982189312461227,29,0.00287440512088,2.9787868985333623,29,0.00289885104325,0.0,100.0,29
KDD98 Multiclass 2,RECINHSE,LS Squared Gini - LS Chi Square,0.0,4,100.0,0.0,4,100.0,0.0,100.0,4
KDD98 Multiclass 2,RECINHSE,LS Squared Gini - Twoing,0.0,4,100.0,0.0,4,100.0,0.0,100.0,4
KDD98 Multiclass 2,RECINHSE,LS Chi Square - Twoing,0.0,4,100.0,0.0,4,100.0,0.0,100.0,4
KDD98 Multiclass 2,RFA_15,LS Squared Gini - LS Chi Square,1.030036703111171,29,0.155753730055,1.031275600391109,29,0.155468070028,0.0,100.0,29
KDD98 Multiclass 2,RFA_15,LS Squared Gini - Twoing,0.7634021472771885,29,0.225694898856,0.7634679502142123,29,0.225675588704,0.0,100.0,29
KDD98 Multiclass 2,RFA_15,LS Chi Square - Twoing,0.48223802816266137,29,0.316628392621,0.4818072402293859,29,0.316779555574,0.0,100.0,29
KDD98 Multiclass 2,CDPLAY,LS Squared Gini - LS Chi Square,0.0,22,100.0,0.0,22,100.0,0.0,100.0,22
KDD98 Multiclass 2,CDPLAY,LS Squared Gini - Twoing,0.0,22,100.0,0.0,22,100.0,0.0,100.0,22
KDD98 Multiclass 2,CDPLAY,LS Chi Square - Twoing,0.0,22,100.0,0.0,22,100.0,0.0,100.0,22
KDD98 Multiclass 2,RFA_11,LS Squared Gini - LS Chi Square,-1.2933752611754206,29,0.896955339927,-1.2947897595739837,29,0.897196355553,0.0,100.0,29
KDD98 Multiclass 2,RFA_11,LS Squared Gini - Twoing,-0.284218128010326,29,0.610868601512,-0.2864208912928473,29,0.611703960859,-1.0,0.837209005992,29
KDD98 Multiclass 2,RFA_11,LS Chi Square - Twoing,1.334445587000106,29,0.0962209284976,1.3302128696257074,29,0.0969076237665,-1.0,0.837209005992,29
KDD98 Multiclass 2,RFA_14,LS Squared Gini - LS Chi Square,4.263806208535722,29,9.73160488544e-05,4.26163723194349,29,9.78972068231e-05,0.0,100.0,29
KDD98 Multiclass 2,RFA_14,LS Squared Gini - Twoing,1.228347079245972,29,0.114596331951,1.227168596599856,29,0.114814295766,-2.692582403567252,0.994172603162,29
KDD98 Multiclass 2,RFA_14,LS Chi Square - Twoing,-2.188557072292137,29,0.981584693818,-2.187602161223554,29,0.981546523845,-2.692582403567252,0.994172603162,29
KDD98 Multiclass 2,RFA_12,LS Squared Gini - LS Chi Square,-0.40379611501825946,29,0.655337548283,-0.40657079199755897,29,0.656345881427,0.0,100.0,29
KDD98 Multiclass 2,RFA_12,LS Squared Gini - Twoing,0.3062192173864824,29,0.380812718719,0.30274634675558226,29,0.3821220895,0.0,100.0,29
KDD98 Multiclass 2,RFA_12,LS Chi Square - Twoing,1.5616965739940305,29,0.0646037156554,1.557466351145162,29,0.0651035882422,0.0,100.0,29
KDD98 Multiclass 2,RFA_21,LS Squared Gini - LS Chi Square,-3.6667260595075177,29,0.999509648405,-3.663591405792324,29,0.999505539635,11.36581797240384,1.67443836574e-12,29
KDD98 Multiclass 2,RFA_21,LS Squared Gini - Twoing,-3.5258497702179983,29,0.999287896772,-3.526648370071192,29,0.999289393164,11.36581797240384,1.67443836574e-12,29
KDD98 Multiclass 2,RFA_21,LS Chi Square - Twoing,0.7720419263557015,29,0.223167945366,0.7767243307341799,29,0.221805551235,0.0,100.0,29
KDD98 Multiclass 2,BIBLE,LS Squared Gini - LS Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 2,BIBLE,LS Squared Gini - Twoing,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 2,BIBLE,LS Chi Square - Twoing,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 2,VETERANS,LS Squared Gini - LS Chi Square,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 2,VETERANS,LS Squared Gini - Twoing,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 2,VETERANS,LS Chi Square - Twoing,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 2,RFA_23,LS Squared Gini - LS Chi Square,0.9154322467447691,29,0.183757236473,0.9170364972215086,29,0.18334367594,0.0,100.0,29
KDD98 Multiclass 2,RFA_23,LS Squared Gini - Twoing,2.0633520582161378,29,0.0240659863225,2.0647543510195274,29,0.0239950154461,0.0,100.0,29
KDD98 Multiclass 2,RFA_23,LS Chi Square - Twoing,1.9746647465759042,29,0.0289480745095,1.9759445072715875,29,0.0288718727126,0.0,100.0,29
KDD98 Multiclass 2,OSOURCE,LS Squared Gini - LS Chi Square,3.4785448547652624,29,0.000806401768757,3.4699184577064615,29,0.000824854417903,0.0,100.0,29
KDD98 Multiclass 2,OSOURCE,LS Squared Gini - Twoing,3.033093336074225,29,0.00253123122548,3.045076156872449,29,0.00245630796006,0.0,100.0,29
KDD98 Multiclass 2,OSOURCE,LS Chi Square - Twoing,0.9273440845073806,29,0.180701061782,0.9246194272303684,29,0.18139714269,0.0,100.0,29
KDD98 Multiclass 2,RFA_2,LS Squared Gini - LS Chi Square,-3.494734836453742,29,0.999227157385,-3.494734836453742,29,0.999227157385,0.0,100.0,29
KDD98 Multiclass 2,RFA_2,LS Squared Gini - Twoing,-2.9588370994585618,29,0.996953799091,-2.9588370994585618,29,0.996953799091,0.0,100.0,29
KDD98 Multiclass 2,RFA_2,LS Chi Square - Twoing,1.439245834257849,29,0.0803941042129,1.439245834257849,29,0.0803941042129,0.0,100.0,29
KDD98 Multiclass 2,RFA_3,LS Squared Gini - LS Chi Square,-2.5077297098551727,29,0.990999637546,-2.5093657602090755,29,0.991033650145,0.0,100.0,29
KDD98 Multiclass 2,RFA_3,LS Squared Gini - Twoing,-2.7203535904966096,29,0.994547330482,-2.720952574317562,29,0.994555159038,0.0,100.0,29
KDD98 Multiclass 2,RFA_3,LS Chi Square - Twoing,-1.4298204163378343,29,0.918272801125,-1.4301319865080258,29,0.91831714698,0.0,100.0,29
KDD98 Multiclass 2,HOMEOWNR,LS Squared Gini - LS Chi Square,0.0,9,100.0,0.0,9,100.0,1.0,0.171718198069,9
KDD98 Multiclass 2,HOMEOWNR,LS Squared Gini - Twoing,0.0,9,100.0,0.0,9,100.0,1.0,0.171718198069,9
KDD98 Multiclass 2,HOMEOWNR,LS Chi Square - Twoing,0.0,9,100.0,0.0,9,100.0,0.0,100.0,9
KDD98 Multiclass 2,RFA_7,LS Squared Gini - LS Chi Square,1.7534043045252516,29,0.0450491643232,1.7495161952354223,29,0.0453894756,0.0,100.0,29
KDD98 Multiclass 2,RFA_7,LS Squared Gini - Twoing,3.5291689126624775,29,0.000705903886192,3.5254445345489316,29,0.000712863713353,-2.1122354181147664,0.978301291095,29
KDD98 Multiclass 2,RFA_7,LS Chi Square - Twoing,2.802581483569227,29,0.00447107141052,2.799873120165552,29,0.00450057226623,-2.1122354181147664,0.978301291095,29
KDD98 Multiclass 2,RFA_9,LS Squared Gini - LS Chi Square,3.7283747931937694,29,0.000415984341785,3.7254146981196032,29,0.00041928911512,0.0,100.0,29
KDD98 Multiclass 2,RFA_9,LS Squared Gini - Twoing,2.996695124306602,29,0.00277235953882,2.9935384973649053,29,0.00279426880128,-1.439245834257849,0.919605895787,29
KDD98 Multiclass 2,RFA_9,LS Chi Square - Twoing,-1.526795564355306,29,0.93117702592,-1.5255295713373138,29,0.931019868673,-1.439245834257849,0.919605895787,29
KDD98 Multiclass 2,RFA_10,LS Squared Gini - LS Chi Square,-4.54767966075959,29,0.999955502858,-4.545700219726335,29,0.99995525854,12.244842596487958,2.76889622342e-13,29
KDD98 Multiclass 2,RFA_10,LS Squared Gini - Twoing,-3.602405719650933,29,0.999418295211,-3.598272625337349,29,0.999411890452,12.244842596487958,2.76889622342e-13,29
KDD98 Multiclass 2,RFA_10,LS Chi Square - Twoing,0.6038701566687787,29,0.275312482595,0.6015616787416207,29,0.276070007695,0.0,100.0,29
KDD98 Multiclass 2,RFA_5,LS Squared Gini - LS Chi Square,-10.780246581053808,29,0.999999999994,-10.787285869806304,29,0.999999999994,0.0,100.0,29
KDD98 Multiclass 2,RFA_5,LS Squared Gini - Twoing,-11.430717836583092,29,0.999999999999,-11.435493452103907,29,0.999999999999,0.0,100.0,29
