Date Time,Dataset,Use Numeric attributes?,Attribute Name,Is the Attribute Numeric?,Number of Different Values (only for Nominal Attributes),Total Number of Samples,Trial Number,Criterion,Maximum Depth Allowed,Total Number of folds,Fold Number,Is stratified?,Number of Samples Forcing a Leaf,Use Min Samples in Second Largest Class?,Min Samples in Second Largest Class,Uses Chi+AC0-Square Test,Maximum p+AC0-value Allowed by Chi+AC0-Square Test +AFs-between 0 and 1+AF0-,Minimum Number in Second Most Frequent Value,Number of Attributes in Dataset,Number of Valid Attributes in Dataset (m),Number of Valid Nominal Attributes in Dataset (m+AF8-nom),Number of Valid Numeric Attributes in Dataset (m+AF8-num),Total Number of Inversions (pairs),Total Number of Ties (pairs),Total Number of Correct (pairs),Criterion Value in Root Node,Total Time Taken for Current Fold +AFs-s+AF0-,Accuracy Percentage on Trivial Trees (with no splits),Accuracy Percentage (with missing values),Accuracy Percentage (without missing values),Number of Samples Classified using Unkown Value,Percentage of Samples with Unkown Values for Accepted Attribute,Number of Nodes (after prunning),Tree Depth (after prunning),Number of Nodes Pruned
2017+AC0-05+AC0-10 16:02:24.414464,Cover Type,False,soil+AF8-type+AF8-14,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,9995.06440073,1.6040484389995981,48.760249499142866,48.81085156040234,48.81085156040234,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:02:24.414484,Cover Type,False,soil+AF8-type+AF8-16,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,562.483694895,1.5518993620007677,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:02:24.414504,Cover Type,False,soil+AF8-type+AF8-17,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,13917.1465715,1.4076083119998657,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:02:24.414532,Cover Type,False,soil+AF8-type+AF8-18,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,1311.85494564,1.3984853900001326,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:02:24.414553,Cover Type,False,soil+AF8-type+AF8-19,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,899.088742192,1.499506444999497,48.760249499142866,48.91773550612388,48.91773550612388,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:02:24.414573,Cover Type,False,soil+AF8-type+AF8-20,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,772.016918782,1.5268205669999588,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:02:24.414592,Cover Type,False,soil+AF8-type+AF8-21,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,886.657184706,1.5914366759989207,48.760249499142866,48.8857219571638,48.8857219571638,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:02:24.414611,Cover Type,False,soil+AF8-type+AF8-22,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,17593.3298845,2.0738393510000606,48.760249499142866,51.88208687031415,51.88208687031415,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:02:24.414631,Cover Type,False,soil+AF8-type+AF8-23,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,13625.1320786,2.121653267000511,48.760249499142866,51.31875167812958,51.31875167812958,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:02:24.414650,Cover Type,False,soil+AF8-type+AF8-24,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,2793.47953205,1.8793022459994972,48.760249499142866,48.96523948200012,48.96523948200012,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:02:24.414669,Cover Type,False,soil+AF8-type+AF8-25,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,97.8218270954,1.7948694919996342,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:02:24.414688,Cover Type,False,soil+AF8-type+AF8-26,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,1095.31009896,1.5214267789997393,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:02:24.414708,Cover Type,False,soil+AF8-type+AF8-27,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,173.917686748,1.584564026001317,48.760249499142866,48.78141974926162,48.78141974926162,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:02:24.414727,Cover Type,False,soil+AF8-type+AF8-28,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,526.387481505,1.469409724999423,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:02:24.414746,Cover Type,False,soil+AF8-type+AF8-29,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,15165.7915902,1.4346276220003347,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:02:24.414765,Cover Type,False,soil+AF8-type+AF8-30,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,8456.06735053,1.4284967980001966,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:02:24.414784,Cover Type,False,soil+AF8-type+AF8-31,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,2560.61801764,1.5045155689986132,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:02:24.414804,Cover Type,False,soil+AF8-type+AF8-32,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,4396.66371279,1.5041102080012934,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:02:24.414823,Cover Type,False,soil+AF8-type+AF8-33,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,3488.42736788,1.650213917999281,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:02:24.414845,Cover Type,False,soil+AF8-type+AF8-34,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,734.926078038,2.119757865999418,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:02:24.414866,Cover Type,False,soil+AF8-type+AF8-35,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,8507.38440625,1.990450912999222,48.760249499142866,48.91257203048516,48.91257203048516,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:02:24.414885,Cover Type,False,soil+AF8-type+AF8-36,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,500.99033929,1.8833686220004893,48.760249499142866,48.76644566990933,48.76644566990933,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:02:24.414904,Cover Type,False,soil+AF8-type+AF8-37,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,5741.79217941,1.753374845999133,48.760249499142866,48.80568808476362,48.80568808476362,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:02:24.414923,Cover Type,False,soil+AF8-type+AF8-38,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,45022.2314017,1.5881049069994333,48.760249499142866,50.140446537373236,50.140446537373236,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:02:24.414943,Cover Type,False,soil+AF8-type+AF8-39,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,42789.7011748,1.5972110760012583,48.760249499142866,50.07951752483632,50.07951752483632,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:02:24.414962,Cover Type,False,soil+AF8-type+AF8-40,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,27744.0304879,1.4827120259997173,48.760249499142866,49.55697379019766,49.55697379019766,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:02:24.414981,Cover Type,False,wilderness+AF8-area+AF8-2,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,44320.0161677,1.4189837180001632,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:02:24.415002,Cover Type,False,wilderness+AF8-area+AF8-3,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,8677.75565981,1.5746209329990961,48.760249499142866,50.427535782886174,50.427535782886174,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:02:24.415021,Cover Type,False,wilderness+AF8-area+AF8-4,False,2,581012,4,LS Chi Square,1,3,3,True,1,False,None,True,0.1,15,45,42,42,0,178.0,210.0,473.0,37314.7664525,1.5279430059999868,48.760249499142866,48.760249499142866,48.760249499142866,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.687203,Cover Type,False,soil+AF8-type+AF8-1,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,19560.3245589,2.125300376999803,48.759507004073875,49.12094096750709,49.12094096750709,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.687296,Cover Type,False,soil+AF8-type+AF8-2,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,37258.4675008,2.0178501540012803,48.759507004073875,49.46275423006821,49.46275423006821,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.687330,Cover Type,False,soil+AF8-type+AF8-3,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,39921.4925583,1.8673614780000207,48.759507004073875,48.947452665059146,48.947452665059146,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.687355,Cover Type,False,soil+AF8-type+AF8-4,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,44925.5068353,1.7527490949996718,48.759507004073875,49.50251196604586,49.50251196604586,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.687377,Cover Type,False,soil+AF8-type+AF8-5,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,10367.370695,1.6125422260010964,48.759507004073875,48.92111961915187,48.92111961915187,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.687399,Cover Type,False,soil+AF8-type+AF8-6,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,31206.5552468,1.6604818770010752,48.759507004073875,49.28255358258508,49.28255358258508,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.687429,Cover Type,False,soil+AF8-type+AF8-7,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,72.5219755959,1.4113189359995886,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.687453,Cover Type,False,soil+AF8-type+AF8-8,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,45.5899232146,1.406589456999427,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.687472,Cover Type,False,soil+AF8-type+AF8-9,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,442.656302528,1.510225142001218,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.687492,Cover Type,False,soil+AF8-type+AF8-10,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,85388.9873234,1.615454716999011,48.759507004073875,48.86225751653561,48.86225751653561,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.687517,Cover Type,False,soil+AF8-type+AF8-11,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,4651.00685248,1.5137076739993063,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.687556,Cover Type,False,soil+AF8-type+AF8-12,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,15172.661804,2.0005860759993084,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.687579,Cover Type,False,soil+AF8-type+AF8-13,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,7426.05051882,2.008687038000062,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.687598,Cover Type,False,soil+AF8-type+AF8-14,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,9610.72145671,1.871963063998919,48.759507004073875,48.8085587562541,48.8085587562541,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.687618,Cover Type,False,soil+AF8-type+AF8-16,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,525.219020781,1.6544030789991666,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.687637,Cover Type,False,soil+AF8-type+AF8-17,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,14536.4745141,1.544592382000701,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.687656,Cover Type,False,soil+AF8-type+AF8-18,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,1298.59358126,1.5158333380004478,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.687675,Cover Type,False,soil+AF8-type+AF8-19,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,828.575912334,1.4730324510001083,48.759507004073875,48.95261600739391,48.95261600739391,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.687695,Cover Type,False,soil+AF8-type+AF8-20,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,772.184419954,1.4652937580012804,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.687714,Cover Type,False,soil+AF8-type+AF8-21,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,836.135001561,1.5349771959990903,48.759507004073875,48.89840091287893,48.89840091287893,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.687733,Cover Type,False,soil+AF8-type+AF8-22,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,17490.4651228,1.7297367959999974,48.759507004073875,51.913792836378846,51.913792836378846,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.687753,Cover Type,False,soil+AF8-type+AF8-23,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,13459.9220505,1.7904629380009283,48.759507004073875,51.34582517955523,51.34582517955523,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.687776,Cover Type,False,soil+AF8-type+AF8-24,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,2769.28852572,2.182706314000825,48.759507004073875,48.99443908030546,48.99443908030546,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.687797,Cover Type,False,soil+AF8-type+AF8-25,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,90.2986374922,1.9512567059991852,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.687816,Cover Type,False,soil+AF8-type+AF8-26,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,1109.2349783,1.7853628170014417,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.687836,Cover Type,False,soil+AF8-type+AF8-27,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,160.296158087,1.8038789140009612,48.759507004073875,48.789454389615486,48.789454389615486,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.687855,Cover Type,False,soil+AF8-type+AF8-28,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,544.0392198,1.5543740819994127,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.687874,Cover Type,False,soil+AF8-type+AF8-29,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,15006.1072466,1.5096687360000942,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.687893,Cover Type,False,soil+AF8-type+AF8-30,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,8584.65170836,1.4359343640007864,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.687912,Cover Type,False,soil+AF8-type+AF8-31,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,2509.8883223,1.3999505360006879,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.687931,Cover Type,False,soil+AF8-type+AF8-32,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,4455.29960248,1.4018284529993252,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.687950,Cover Type,False,soil+AF8-type+AF8-33,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,3496.3171173,1.5113663239990274,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.687970,Cover Type,False,soil+AF8-type+AF8-34,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,712.770638356,1.5130034939993493,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.687989,Cover Type,False,soil+AF8-type+AF8-35,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,8204.62187582,1.859297503999187,48.759507004073875,48.91647261105059,48.91647261105059,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.688008,Cover Type,False,soil+AF8-type+AF8-36,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,623.666442412,2.132277871000042,48.759507004073875,48.76157234100778,48.76157234100778,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.688027,Cover Type,False,soil+AF8-type+AF8-37,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,5331.79047764,1.954239137001423,48.759507004073875,48.81268943012191,48.81268943012191,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.688046,Cover Type,False,soil+AF8-type+AF8-38,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,45568.2279206,1.8685100469992904,48.759507004073875,50.17271380109773,50.17271380109773,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.688066,Cover Type,False,soil+AF8-type+AF8-39,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,43197.9522126,1.6966702099998656,48.759507004073875,50.08803498680766,50.08803498680766,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.688088,Cover Type,False,soil+AF8-type+AF8-40,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,26351.9505779,1.591114450000532,48.759507004073875,49.518518327283616,49.518518327283616,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.688108,Cover Type,False,wilderness+AF8-area+AF8-2,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,44474.6203665,1.490293164999457,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:03:41.688128,Cover Type,False,wilderness+AF8-area+AF8-3,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,8570.72276083,1.5289485169996624,48.759507004073875,50.463409974544724,50.463409974544724,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:03:41.688148,Cover Type,False,wilderness+AF8-area+AF8-4,False,2,581012,5,LS Chi Square,1,3,1,True,1,False,None,True,0.1,15,45,42,42,0,181.0,210.0,470.0,37467.8350547,1.4221186239992676,48.759507004073875,48.759507004073875,48.759507004073875,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:04:56.506569,Cover Type,False,soil+AF8-type+AF8-1,False,2,581012,5,LS Chi Square,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,176.0,210.0,475.0,19704.6856086,1.5806357900000876,48.76001053332714,49.10905607964021,49.10905607964021,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:04:56.506659,Cover Type,False,soil+AF8-type+AF8-2,False,2,581012,5,LS Chi Square,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,176.0,210.0,475.0,36332.3185696,1.5836644049995812,48.76001053332714,49.51025192207403,49.51025192207403,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:04:56.506686,Cover Type,False,soil+AF8-type+AF8-3,False,2,581012,5,LS Chi Square,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,176.0,210.0,475.0,41600.5904728,2.00775098899976,48.76001053332714,48.98771628173552,48.98771628173552,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:04:56.506708,Cover Type,False,soil+AF8-type+AF8-4,False,2,581012,5,LS Chi Square,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,176.0,210.0,475.0,44728.0768478,2.125160681000125,48.76001053332714,49.5138662990329,49.5138662990329,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:04:56.506729,Cover Type,False,soil+AF8-type+AF8-5,False,2,581012,5,LS Chi Square,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,176.0,210.0,475.0,10574.0402399,1.8803336900000431,48.76001053332714,48.92730455256595,48.92730455256595,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:04:56.506749,Cover Type,False,soil+AF8-type+AF8-6,False,2,581012,5,LS Chi Square,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,176.0,210.0,475.0,30885.7370213,1.8660734010009037,48.76001053332714,49.287193229755616,49.287193229755616,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:04:56.506769,Cover Type,False,soil+AF8-type+AF8-7,False,2,581012,5,LS Chi Square,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,176.0,210.0,475.0,77.7789790976,1.5262636139996175,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:04:56.506788,Cover Type,False,soil+AF8-type+AF8-8,False,2,581012,5,LS Chi Square,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,176.0,210.0,475.0,34.5666268922,1.5067499239994504,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:04:56.506807,Cover Type,False,soil+AF8-type+AF8-9,False,2,581012,5,LS Chi Square,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,176.0,210.0,475.0,435.383270744,1.4679103500002384,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:04:56.506827,Cover Type,False,soil+AF8-type+AF8-10,False,2,581012,5,LS Chi Square,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,176.0,210.0,475.0,86386.4388615,1.4672313800001575,48.76001053332714,48.88651372688735,48.88651372688735,0,0.0,3,1,0
2017+AC0-05+AC0-10 16:04:56.506846,Cover Type,False,soil+AF8-type+AF8-11,False,2,581012,5,LS Chi Square,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,176.0,210.0,475.0,4538.66849385,1.4286930079997546,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:04:56.506866,Cover Type,False,soil+AF8-type+AF8-12,False,2,581012,5,LS Chi Square,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,176.0,210.0,475.0,15357.5125963,1.483073206998597,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:04:56.506894,Cover Type,False,soil+AF8-type+AF8-13,False,2,581012,5,LS Chi Square,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,176.0,210.0,475.0,7346.40778532,1.5106853269990097,48.76001053332714,48.76001053332714,48.76001053332714,0,0.0,1,0,2
2017+AC0-05+AC0-10 16:04:56.506914,Cover Type,False,soil+AF8-type+AF8-14,False,2,581012,5,LS Chi Square,1,3,2,True,1,False,None,True,0.1,15,45,42,42,0,176.0,210.0,475.0,9364.75718996,1.6885570590002317,48.76001053332714,48.82197128119336,48.82197128119336,0,0.0,3,1,0
