Dataset,Attribute,Criterion Difference Name,Paired t-statistics on Accuracy with Missing Values,Degrees of Freedom of Accuracy with Missing Values,P-value t-statistics on Accuracy with Missing Values,Paired t-statistics on Accuracy without Missing Values,P-value t-statistics on Accuracy without Missing Values,Degrees of Freedom of Accuracy without Missing Values,Paired t-statistics on Number of Nodes,P-value t-statistics on Number of Nodes,Degrees of Freedom of Number of Nodes
Cover Type with Aggreg,soil_type_27,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_22,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_39,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cover Type with Aggreg,soil_type_28,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cars with Aggreg,PRICE,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cars with Aggreg,maint,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cars with Aggreg,safety,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cars with Aggreg,lug_boot,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Cars with Aggreg,buying,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,gill-spacing,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,habitat,GW Chi Square - GW Squared Gini,24.578356585878186,29,0.0,24.578356585878186,29,0.0,4.097496026137247,0.000153410985638,29
Mushroom,spore-print-color,GW Chi Square - GW Squared Gini,13.56195874209741,29,2.18713935851e-14,13.56195874209741,29,2.18713935851e-14,0.0,100.0,29
Mushroom,stalk-surface-below-ring,GW Chi Square - GW Squared Gini,29.26882232113502,29,0.0,29.26882232113502,29,0.0,0.0,100.0,29
Mushroom,stalk-color-above-ring,GW Chi Square - GW Squared Gini,24.242505416607894,29,0.0,24.242505178651626,29,0.0,0.0,100.0,29
Mushroom,cap-color,GW Chi Square - GW Squared Gini,-4.8177451929976645,29,0.999978954183,-4.8177451929976645,29,0.999978954183,-0.5708263279047433,0.713742718029,29
Mushroom,bruises?,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-color-below-ring,GW Chi Square - GW Squared Gini,16.16680127965528,29,2.22044604925e-16,16.150290483106662,29,2.22044604925e-16,0.0,100.0,29
Mushroom,cap-shape,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,gill-color,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-root,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,cap-surface,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,ring-type,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-shape,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,ring-number,GW Chi Square - GW Squared Gini,-4.498653527176419,13,0.99970061793,-4.498653527176419,13,0.99970061793,0.0,100.0,13
Mushroom,population,GW Chi Square - GW Squared Gini,-0.00025274887550844044,29,0.500099966875,-0.00025274887550844044,29,0.500099966875,-0.4411698907260347,0.668819113365,29
Mushroom,odor,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Mushroom,stalk-surface-above-ring,GW Chi Square - GW Squared Gini,22.263933231061902,29,0.0,22.263933231061902,29,0.0,0.0,100.0,29
Mushroom,gill-size,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
KDD98 Multiclass 9,RFA_23,GW Chi Square - GW Squared Gini,10.412876355639131,29,1.30749855387e-11,10.43469013605101,29,1.24583676708e-11,1.439245834257849,0.0803941042129,29
KDD98 Multiclass 9,CRAFTS,GW Chi Square - GW Squared Gini,0.0,20,100.0,0.0,20,100.0,0.0,100.0,20
KDD98 Multiclass 9,RFA_16,GW Chi Square - GW Squared Gini,-0.5530086342140857,29,0.707752135266,-0.5567657602137045,29,0.709020435207,0.0,100.0,29
KDD98 Multiclass 9,VETERANS,GW Chi Square - GW Squared Gini,0.0,3,100.0,0.0,3,100.0,0.0,100.0,3
KDD98 Multiclass 9,WALKER,GW Chi Square - GW Squared Gini,0.0,3,100.0,0.0,3,100.0,0.0,100.0,3
KDD98 Multiclass 9,STATE,GW Chi Square - GW Squared Gini,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,RFA_22,GW Chi Square - GW Squared Gini,2.3844019613790572,29,0.0119336334793,2.3820664153996876,29,0.0119967838496,0.0,100.0,29
KDD98 Multiclass 9,RFA_18,GW Chi Square - GW Squared Gini,2.3446480615823018,29,0.0130509529009,2.343227367912093,29,0.0130925895466,0.0,100.0,29
KDD98 Multiclass 9,CATLG,GW Chi Square - GW Squared Gini,0.0,3,100.0,0.0,3,100.0,0.0,100.0,3
KDD98 Multiclass 9,STEREO,GW Chi Square - GW Squared Gini,0.0,5,100.0,0.0,5,100.0,0.0,100.0,5
KDD98 Multiclass 9,RFA_11,GW Chi Square - GW Squared Gini,-2.1785310161838414,29,0.981180379884,-2.183256364724267,29,0.981371915666,0.0,100.0,29
KDD98 Multiclass 9,RFA_10,GW Chi Square - GW Squared Gini,1.1215254908453425,29,0.13563265797,1.1215009516790448,29,0.135637791761,0.0,100.0,29
KDD98 Multiclass 9,GEOCODE2,GW Chi Square - GW Squared Gini,3.4442343695755526,19,0.00135909998654,3.4442343695755526,19,0.00135909998654,2.348644083776438,0.0149075123148,19
KDD98 Multiclass 9,RFA_17,GW Chi Square - GW Squared Gini,1.0535752885448628,29,0.15038847182,1.054027369090275,29,0.150286710258,0.0,100.0,29
KDD98 Multiclass 9,RFA_14,GW Chi Square - GW Squared Gini,0.0026104451976698144,29,0.498967521638,0.00117900802663798,29,0.499533680532,0.0,100.0,29
KDD98 Multiclass 9,COLLECT1,GW Chi Square - GW Squared Gini,0.0,1,100.0,0.0,1,100.0,0.0,100.0,1
KDD98 Multiclass 9,RFA_5,GW Chi Square - GW Squared Gini,0.7754816162208233,29,0.222166643761,0.7747877694123048,29,0.222368406648,0.0,100.0,29
KDD98 Multiclass 9,AGEFLAG,GW Chi Square - GW Squared Gini,1.0010065363852632,5,0.181387729383,1.0010065363852632,5,0.181387729383,-0.9999999999999999,0.818391266175,5
KDD98 Multiclass 9,RFA_20,GW Chi Square - GW Squared Gini,15.241573743972225,29,1.11022302463e-15,15.248695278418214,29,1.11022302463e-15,1.0,0.162790994008,29
KDD98 Multiclass 9,RFA_6,GW Chi Square - GW Squared Gini,-0.18056231824945065,29,0.571016468368,-0.18548920982606132,29,0.572931689288,0.0,100.0,29
KDD98 Multiclass 9,RFA_7,GW Chi Square - GW Squared Gini,-2.0439610623164874,29,0.974933436472,-2.0453332165478377,29,0.975005427753,0.0,100.0,29
KDD98 Multiclass 9,RFA_2A,GW Chi Square - GW Squared Gini,3.449144716225551,29,0.000870983076106,3.449144716225551,29,0.000870983076106,0.0,100.0,29
KDD98 Multiclass 9,RFA_8,GW Chi Square - GW Squared Gini,-3.2960244398436034,29,0.998703308051,-3.2945407082429305,29,0.998698335091,0.0,100.0,29
KDD98 Multiclass 9,RFA_13,GW Chi Square - GW Squared Gini,6.015139594429558,29,7.6400031046e-07,6.01809896570203,29,7.57825085018e-07,0.0,100.0,29
KDD98 Multiclass 9,RFA_2,GW Chi Square - GW Squared Gini,0.4039470446049334,29,0.344607573096,0.4039470446049334,29,0.344607573096,0.0,100.0,29
KDD98 Multiclass 9,RFA_9,GW Chi Square - GW Squared Gini,-3.404089673743507,29,0.999020245561,-3.395967296790452,29,0.99899928867,0.0,100.0,29
KDD98 Multiclass 9,RFA_4,GW Chi Square - GW Squared Gini,-1.2030979795114431,29,0.880665657172,-1.204170875652391,29,0.880869904111,0.0,100.0,29
KDD98 Multiclass 9,PEPSTRFL,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
KDD98 Multiclass 9,DOMAIN,GW Chi Square - GW Squared Gini,-0.8562143190186973,20,0.798989208305,-0.8562143190186973,20,0.798989208305,-1.0,0.835371711414,20
KDD98 Multiclass 9,RFA_19,GW Chi Square - GW Squared Gini,1.136405571399312,29,0.132545383538,1.139941502616452,29,0.13181930768,0.0,100.0,29
KDD98 Multiclass 9,OSOURCE,GW Chi Square - GW Squared Gini,-1.0527972225090705,21,0.847801113075,-1.0467242920686324,21,0.846437140275,0.0,100.0,21
KDD98 Multiclass 9,RFA_15,GW Chi Square - GW Squared Gini,41.171439913355194,29,0.0,40.01504378162919,29,0.0,6.158171556807826,5.16495930469e-07,29
KDD98 Multiclass 9,CDPLAY,GW Chi Square - GW Squared Gini,0.0,2,100.0,0.0,2,100.0,0.0,100.0,2
KDD98 Multiclass 9,GARDENIN,GW Chi Square - GW Squared Gini,0.0,5,100.0,0.0,5,100.0,0.0,100.0,5
KDD98 Multiclass 9,RFA_24,GW Chi Square - GW Squared Gini,0.5615637059738138,29,0.289363858949,0.5661346582801907,29,0.287828730741,0.0,100.0,29
KDD98 Multiclass 9,BIBLE,GW Chi Square - GW Squared Gini,0.0,12,100.0,0.0,12,100.0,0.0,100.0,12
KDD98 Multiclass 9,GENDER,GW Chi Square - GW Squared Gini,None,0,None,None,0,None,None,None,0
KDD98 Multiclass 9,PCOWNERS,GW Chi Square - GW Squared Gini,0.0,6,100.0,0.0,6,100.0,0.0,100.0,6
KDD98 Multiclass 9,RFA_3,GW Chi Square - GW Squared Gini,1.972407812624144,29,0.0290828895007,1.9738469761445894,29,0.0289968596977,0.0,100.0,29
KDD98 Multiclass 9,RECINHSE,GW Chi Square - GW Squared Gini,0.0,13,100.0,0.0,13,100.0,0.0,100.0,13
KDD98 Multiclass 9,RFA_12,GW Chi Square - GW Squared Gini,-0.82873750446238,29,0.792988946587,-0.8383331569735748,29,0.795649726872,0.0,100.0,29
KDD98 Multiclass 9,PETS,GW Chi Square - GW Squared Gini,0.0,7,100.0,0.0,7,100.0,0.0,100.0,7
KDD98 Multiclass 9,RFA_21,GW Chi Square - GW Squared Gini,2.3283579316355745,29,0.0135356738774,2.329285766586246,29,0.0135076325177,1.0,0.162790994008,29
KDD98 Multiclass 9,RECP3,GW Chi Square - GW Squared Gini,0.0,1,100.0,0.0,1,100.0,0.0,100.0,1
KDD98 Multiclass 9,FISHER,GW Chi Square - GW Squared Gini,0.0,13,100.0,0.0,13,100.0,0.0,100.0,13
Nursery with Aggreg,NewAttrib2,GW Chi Square - GW Squared Gini,27.45989982476127,29,0.0,27.461997783744504,29,0.0,0.0,100.0,29
Nursery with Aggreg,form,GW Chi Square - GW Squared Gini,0.7142308932449059,29,0.240397110927,0.7214242950433764,29,0.238212531067,1.439245834257849,0.0803941042129,29
Nursery with Aggreg,finance,GW Chi Square - GW Squared Gini,-2.968249207796675,29,0.997024180252,-2.968249207796675,29,0.997024180252,0.0,100.0,29
Nursery with Aggreg,health,GW Chi Square - GW Squared Gini,2.96831684186501,29,0.00297531962021,2.9683176031659317,29,0.00297531399114,0.0,100.0,29
Nursery with Aggreg,has_nurs,GW Chi Square - GW Squared Gini,-1.0126974538861553,29,0.840210030423,-1.0126632100846233,29,0.84020198849,0.0,100.0,29
Nursery with Aggreg,housing,GW Chi Square - GW Squared Gini,3.965868259345257,29,0.000219441056812,3.9676169604086358,29,0.000218403207379,1.7950549357115013,0.0415373327572,29
Nursery with Aggreg,parents,GW Chi Square - GW Squared Gini,-2.53970489992308,29,0.991643296117,-2.5377950598538654,29,0.991606077245,1.0,0.162790994008,29
Nursery with Aggreg,NewAttrib1,GW Chi Square - GW Squared Gini,-3.53206126321724,29,0.999299455629,-3.5320144691908117,29,0.999299369235,0.0,100.0,29
Nursery with Aggreg,social,GW Chi Square - GW Squared Gini,-0.4536332763162941,29,0.673265327172,-0.4510345008029864,29,0.672340340948,1.7950549357115013,0.0415373327572,29
Nursery with Aggreg,NewAttrib3,GW Chi Square - GW Squared Gini,3.062407637694439,29,0.00235166470784,3.062468486165234,29,0.00235130490713,0.0,100.0,29
Contraceptive with Aggreg,aggreg_working_occupation_sol,GW Chi Square - GW Squared Gini,-1.3245551515114036,29,0.902168590902,-1.0459092217680177,29,0.847878569206,-3.611732225044862,0.999432499805,29
Contraceptive with Aggreg,standard_of_living_index,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Contraceptive with Aggreg,wifes_religion,GW Chi Square - GW Squared Gini,0.0,19,100.0,0.0,19,100.0,0.0,100.0,19
Contraceptive with Aggreg,husbands_education,GW Chi Square - GW Squared Gini,1.0,29,0.162790994008,1.0,29,0.162790994008,-1.0,0.837209005992,29
Contraceptive with Aggreg,media_exposure,GW Chi Square - GW Squared Gini,None,0,None,None,0,None,None,None,0
Contraceptive with Aggreg,wife_is_working,GW Chi Square - GW Squared Gini,0.0,17,100.0,0.0,17,100.0,0.0,100.0,17
Contraceptive with Aggreg,aggreg_education,GW Chi Square - GW Squared Gini,-2.22156446885824,29,0.982861325048,-2.1468442104320284,29,0.979849839706,-5.0373604199024715,0.999988567959,29
Contraceptive with Aggreg,husbands_occupation,GW Chi Square - GW Squared Gini,0.8561143562275478,29,0.199476678865,0.8561143562275478,29,0.199476678865,5.385164807134504,4.34973772423e-06,29
Contraceptive with Aggreg,wifes_education,GW Chi Square - GW Squared Gini,-1.8489029738304568,29,0.962654722171,-1.8489029738304568,29,0.962654722171,-1.0,0.837209005992,29
Adult Census Income,relationship,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Adult Census Income,sex,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Adult Census Income,education,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Adult Census Income,workclass,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Adult Census Income,native.country,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Adult Census Income,occupation,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Adult Census Income,marital.status,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
Adult Census Income,race,GW Chi Square - GW Squared Gini,0.0,29,100.0,0.0,29,100.0,0.0,100.0,29
